G-word,E-word,WdNum,VAL_Mean,VAL_SD,ARO_Mean_(ANEW),ARO_SD_(ANEW),ARO_Mean_(BAWL),ARO_SD_(BAWL),DOM_Mean,DOM_SD,POT_Mean,POT_SD,IMA_MEAN,IMA_SD,freq_Leipzig,freq_SUBTLEX,#_letters,#_syllables,word_class,N_orth,HFN,NF_MAX,F_SUM
Strafe,punishment,335,-2.4,0.82,6.35,1.39,3.76,0.54,3.94,1.57,6.83,1.26,3.41,1.84,1413,26.54,6,2,S,2,1,267.17,279.33
Welpe,puppy,336,1.95,1.05,4.35,2.35,2,1.11,6.69,2,3.58,1.58,5.59,1.62,4,2.28,5,2,S,2,2,31,33.17
verdorben,putrid,337,-1.53,1.68,6.3,1.3,3.5,0.86,4.63,1.31,5.38,1.56,3.6,1.31,127,7.13,9,3,A,1,1,18,18
Streit,quarrel,338,-2.2,0.63,6.8,1.74,4.05,0.74,5,1.82,5.51,2.25,4.1,1.65,10,33.82,6,1,S,2,1,46,52
still,quiet,339,0.6,0.84,2.4,1.43,1.26,0.56,5.81,1.57,4.11,2.1,3.33,1.5,957,0.04,5,1,A,3,0,20.67,23.17
Wut,rabies,340,-1.4,1.72,6.95,1.76,4.38,0.64,4.88,2.02,6.9,1.52,4.4,1.64,886,21.38,3,1,S,3,3,1375.33,1450.67
Radio,radio,341,0.75,0.86,4.45,1.7,2.5,0.95,6.25,1.38,4.75,1.26,6.2,1.58,1495,34.49,5,3,S,2,0,5.33,5.33
Zorn,rage,342,-1.8,1.32,7.05,1.57,4.12,0.93,4.88,1.86,7.4,0.96,4.22,1.56,70,17.09,4,3,S,4,1,45.33,70.17
Regenbogen,rainbow,343,2.25,0.93,3.4,1.67,2.58,1.3,4.88,1.82,4.3,2.04,6.85,0.37,116,3.62,10,4,S,0,0,0,0
Vergewaltigung,rape,344,-2.88,0.44,7.85,1.93,4.68,0.63,3.25,2.28,8.18,1.25,4.85,1.63,1120,7.95,14,3,S,0,0,0,0
Ratte,rat,345,-0.95,1.57,5.85,1.23,2.71,1.35,5.69,1.56,5.48,1.55,5.95,1.43,87,22.28,5,2,S,9,0,5.67,13
Rassel,rattle,346,0.46,0.66,5.5,1.57,2.35,1.06,5.81,2,4.5,1.87,5.6,1.54,4,0.39,6,2,S,3,2,1.17,1.33
Erfrischung,refreshment,347,2,0.89,5.65,1.57,2.73,1.12,5.63,1.5,5.23,1.51,4.1,1.74,31,2.13,11,3,S,0,0,0,0
reuig,regretful,348,-0.4,1.24,4.5,1.93,2.65,1.02,4.81,1.05,4.58,1.55,2.5,1.67,15,0.16,5,2,A,0,0,0,0
zurückgewiesen,rejected,349,-1.75,0.77,6.5,1.79,3.35,1.13,4.25,1.39,5.33,1.4,2.3,1.53,1001,0.94,14,5,A,0,0,0,0
entspannt,relaxed,350,1.53,1.36,2.3,1.3,1.62,0.75,5.81,1.57,5.35,2.4,4.05,1.63,549,10.59,9,2,A,0,0,0,0
bedauernd,repentant,351,-0.64,1.03,5.2,1.54,2.94,0.85,5,1.66,4.68,1.4,3.24,1.79,33,0,9,3,A,0,0,0,0
Rettung,rescue,352,2.13,0.99,5.85,1.98,2.8,1.21,5.19,1.7,6.25,1.66,4.92,1.61,900,17.56,7,2,S,1,0,0,0
reserviert,reserved,353,-0.14,0.86,3.95,1.43,2.31,0.88,4.81,1.06,4.57,1.64,3.33,1.49,354,9.06,10,3,A,0,0,0,0
Respekt,respect,354,1.93,0.96,5.45,1.43,2.65,1.06,6,1.55,6.25,1.48,3,1.89,1344,54.02,7,2,S,0,0,0,0
ehrfürchtig,respectful,355,0,1.04,4.85,1.31,2.94,0.77,4.94,1.74,4.78,2.12,3.12,1.6,46,0.31,11,3,A,0,0,0,0
ehrerbietig,reverent,356,0.38,1.45,5.1,1.97,2.77,1.07,4.75,1.35,5.6,1.55,2.45,1.19,7,0,11,4,A,0,0,0,0
Revolte,revolt,357,0.36,1.69,7.2,1.15,3.73,0.87,4.06,1.62,6.5,1.47,3.6,1.5,151,1.93,7,3,S,0,0,0,0
Belohnung,reward,358,1.47,1.06,4.6,2.09,2.81,1.13,5.63,1.08,5.5,1.43,3.2,1.61,389,18.74,9,3,S,0,0,0,0
Reichtum,riches,359,1.5,0.53,5.05,1.5,3.35,1.22,5.69,1.39,6.72,1.06,4,0.87,494,7.99,8,2,S,0,0,0,0
Spott,ridicule,360,-1.2,0.92,5.9,1.41,3.63,0.9,4.25,1.62,5.83,1.39,3.33,1.58,303,1.65,5,1,S,1,1,77.83,77.83
Aufruhr,riot,361,-0.73,0.99,7,1.12,3.71,0.94,4.31,1.27,6.2,1.4,3.67,1.68,299,5.51,7,2,S,0,0,0,0
Fluss,river,362,0.94,0.93,3.6,1.54,2.35,0.89,4.69,1.16,5.4,1.92,6.35,1.04,461,47.99,5,1,S,1,0,1.33,1.33
romantisch,romantic,364,1.4,1.64,3.8,1.7,2.88,1.14,5.75,1.52,4.9,2.12,3.7,1.38,142,14.25,10,3,A,0,0,0,0
verfault,rotten,365,-2.06,0.84,5.85,1.53,3.19,1.18,4.19,1.23,5.43,1.71,4.52,1.57,16,1.18,8,2,A,0,0,0,0
unerzogen,rude,366,-1.33,0.82,5.9,1.55,3.15,0.92,5.06,1.39,4.98,1.67,3.25,1.77,0,0.12,9,4,A,0,0,0,0
oxidiert,rusty,367,-0.07,0.59,4.75,1.86,2.58,1.06,4.88,0.94,4.64,1.44,4,1.69,10,0.2,8,3,A,0,0,0,0
traurig,sad,368,-2.1,0.88,5.65,1.79,2.83,0.92,4.56,1.67,4.21,1.95,4.67,1.58,630,65.63,7,2,A,1,0,0,0
Salat,salad,369,1.35,0.93,3.05,1.36,1.67,0.84,5.94,1.54,3.85,1.78,5.55,1.3,210,12.95,5,2,S,1,0,4.83,4.83
Salut,salute,370,0.18,0.6,4.4,1.88,3.45,0.52,5.13,0.72,6,1.18,3.55,2.16,145,2.91,5,1,S,1,1,6.33,6.33
Saphir,sapphire,371,1.5,0.71,4.05,1.85,3.1,1.37,5.13,1.74,5.38,1.58,5.89,1.36,5,0.2,6,2,S,0,0,0,0
zufrieden,satisfied,372,1.86,0.77,4.05,2.28,1.81,0.85,6,1.41,6.86,1.63,3.48,1.25,3665,51.14,9,3,A,1,0,0.33,0.33
Retter,savior,373,2,0.73,6.15,1.42,3.56,1.15,4.88,2.21,7.2,1.41,3.59,1.44,321,5.35,6,2,S,7,5,71.17,180.17
Gelehrter,scholar,374,1.81,1.33,4.2,1.77,2.23,0.95,5.19,1.37,5.99,1.93,3.76,1.73,0,1.93,9,3,A,0,0,0,0
Verachtung,scorn,375,-2,1.3,6.85,1.27,3.73,1,4.63,1.93,7,1.18,2.65,1.39,45,2.91,10,4,S,0,0,0,0
verächtlich,scornful,376,-1.79,1.19,6.63,1.34,3.31,0.93,4.56,1.53,6,1.29,2.45,1,62,0.35,11,3,A,0,0,0,0
Abschaum,scum,377,-2.13,1.13,7,0.97,3.69,1.09,5.06,1.42,6.83,1.03,2.95,1.7,26,12.99,8,2,S,0,0,0,0
Skorbut,scurvy,378,-1.73,1.53,5.8,1.96,3.35,0.8,4.06,1.7,5.5,1.45,3.1,2.29,4,0.2,7,2,S,0,0,0,0
seekrank,seasick,379,-2,0.67,6.05,1.57,3.32,1.11,4.5,2.08,4.82,1.33,4.55,1.23,1,2.09,8,2,S,0,0,0,0
Sitz,seat,380,0.13,0.35,3.8,1.54,2,0.98,5.25,1.67,4.5,1.78,5.7,1.3,2285,19.69,4,1,S,3,1,163.17,180
sichern,secure,381,0.76,1.09,3.3,1.03,2.52,1.03,5.5,1.22,5.08,1.41,2.88,1.58,1834,12.56,7,2,V,3,0,4.5,4.5
egoistisch,selfish,382,-2.01,1.08,6.35,1.23,3.44,1.02,5.63,1.9,4.97,2.01,3.19,1.44,44,9.09,10,4,A,0,0,0,0
ernst,serious,383,-0.27,1.1,4.8,1.11,2.46,0.95,5.75,1.22,5.63,1.05,3.25,1.77,2519,182.13,5,1,A,1,0,20.83,20.83
ernst,serious,383,-0.27,1.1,4.8,1.11,2.46,0.95,5.75,1.22,5.63,1.05,3.25,1.77,2519,182.13,5,1,A,1,0,20.83,20.83
Sex,sex,384,2.6,0.52,7.21,1.75,4.33,0.69,7.06,1.44,7.13,1.18,6.11,1.05,942,103.98,3,1,S,2,1,72.5,72.83
Schatten,shadow,385,-0.35,1.3,4.8,1.47,2.44,1.1,4.88,1.44,5.28,1.55,6.23,1.21,1644,29.33,8,2,S,3,3,9.33,17.33
beschämt,shamed,386,-1.13,0.35,5.9,1.25,3.5,0.86,4.63,1.57,2.94,1.57,3.67,1.28,42,3.15,8,2,A,0,0,0,0
beschützt,sheltered,387,1.86,0.86,4.05,1.61,2,1.02,5.5,2.04,5.08,1.76,3.15,1.35,63,21.42,9,2,A,1,0,0,0
Schiff,ship,388,0.91,1.34,3.85,1.6,2.64,1.36,4.81,1.77,5.36,1.75,5.82,1.3,1309,147.25,6,1,S,2,0,12.83,17.33
schamhaft,shy,389,-1.18,0.6,6.1,1.25,3.55,1.04,4.88,1.68,3.73,1.95,2.85,1.42,73,0.16,9,2,A,1,1,3,3
Krankheit,sickness,390,-1.74,1.54,6.25,1.45,3.77,0.9,3.88,2.28,6.56,1.61,5.46,1.56,1890,36.81,9,2,S,0,0,0,0
Seide,silk,391,1.65,0.81,3.75,1.65,1.47,0.72,6,1.73,4.08,2.16,4.36,1.26,135,4.33,5,2,S,6,6,1578.17,3031.33
Sünde,sin,392,-0.27,1.79,7.45,0.76,3.69,0.93,4.81,1.73,6.18,1.65,2.95,1.88,184,16.3,5,1,S,1,0,4.67,4.67
sündig,sinful,393,-0.86,1.19,6.5,1.47,3,1.04,5.25,1.66,5.85,1.33,3.43,1.4,46,0.35,6,2,A,4,2,3.67,8.17
Memme,sissy,394,-1.36,0.64,5.85,1.23,3.12,0.83,5.06,2.16,5.2,2.66,3.25,1.89,29,1.18,5,5,S,1,0,0,0
skeptisch,skeptical,395,-0.21,1.31,5.55,1.64,3.04,1.08,5.63,1.79,4.92,1.35,2.35,1.18,1023,2.32,9,2,A,0,0,0,0
Ohrfeige,slap,396,-2,0.67,6.5,1.57,4.31,0.6,5.25,2.05,6.88,1.27,6.22,0.97,137,2.01,8,3,S,0,0,0,0
Gemetzel,slaughter,397,-2.3,0.95,7.3,1.84,4.33,1.08,3.88,2.11,7.68,1.25,5.11,1.36,49,1.89,8,3,S,0,0,0,0
Sklave,slave,398,-2.2,1.01,7.05,1.39,4.32,0.75,4.94,2.29,6.5,1.41,5.27,1.35,35,10.28,6,2,S,0,0,0,0
schlafen,sleep,399,2,0.85,2.7,2,1.64,1.16,5,2.03,4.83,1.84,5.38,1.5,629,165.32,8,2,V,1,1,221.83,221.83
Schleim,slime,400,-1.4,0.7,5.45,1.73,3.5,0.86,4.88,1.84,4.88,1.67,6.44,0.73,46,3.31,7,1,S,0,0,0,0
Schleim,slime,400,-1.4,0.7,5.45,1.73,3.5,0.86,4.88,1.84,4.88,1.67,6.44,0.73,27,3.31,7,1,S,0,0,0,0
Slum,slum,401,-1.26,0.96,6.65,1.69,3.79,0.9,3.69,1.5,6.13,1.6,5.38,1.66,327,0.63,4,2,S,1,1,2.5,2.5
Pocken,smallpox,402,-1.93,1.33,5.74,1.91,3.27,1.12,3.5,1.19,5.84,1.91,5.1,1.59,44,1.14,6,2,S,9,5,31.33,62.67
Snob,snob,403,-1.4,0.84,5.75,1.71,3.11,1.08,5.63,1.14,4.88,1.62,4.56,1.59,9,1.1,4,1,S,0,0,0,0
feierlich,solemn,405,1.69,1.01,4.4,2.09,2.88,0.95,5.69,1.42,4.93,1.44,3.9,1.65,208,2.52,9,3,A,0,0,0,0
feierlich,solemn,405,1.69,1.01,4.4,2.09,2.88,0.95,5.69,1.42,4.93,1.44,3.9,1.65,243,2.52,9,3,A,0,0,0,0
Geist,spirit,406,1.1,1.45,4.3,1.63,2.83,1.2,4.88,1.86,5.23,1.91,4,2.18,1419,77.01,5,1,S,4,0,39.17,41
Ehemann,spouse,407,0.93,1.33,4.6,2.09,2.62,0.98,4.88,0.85,5.99,1.63,4.62,1.56,935,44.53,7,3,S,0,0,0,0
Quadrat,square,408,0.13,0.52,3.6,1.54,2.15,1.01,5.13,1.07,4.88,1.8,6.15,1.14,59,1.93,7,2,S,0,0,0,0
Stern,star,409,1,0.94,3.8,1.77,2.44,1.38,3.75,1.48,5.6,1.69,6.67,0.5,1288,21.3,5,1,S,3,0,60,87
aufgeschreckt,startled,410,-0.87,0.64,6.65,1.23,3.58,0.86,5.06,1.5,6.27,1.35,3.45,1.32,89,0.16,13,3,A,0,0,0,0
Krach,stink,411,-1.4,0.91,6.9,1.37,3.69,0.88,4.56,1.57,6.8,1.41,3.3,1.72,315,10.51,5,1,S,1,1,21.17,21.17
Straße,street,412,0.18,0.83,4.26,1.69,2.21,1.13,5.63,1.61,4.7,1.54,6.21,0.98,20,124.81,6,3,S,1,0,32.5,32.5
Stress,stress,413,-1.33,0.9,6.55,1.99,4.12,0.99,3.81,2.02,7.64,1.12,3.25,1.87,1045,22.76,6,1,A,0,0,0,0
stark,strong,414,1.7,0.48,5.45,1.61,3.58,1.22,6.31,1.61,6.78,1.6,3.67,1.22,7837,121.54,5,1,A,3,0,50.83,64.83
dumm,stupid,415,-1.67,1.11,4.85,1.84,2.96,1.08,5.75,1.68,3.95,2.1,3.24,1.48,402,91.81,4,1,A,1,0,15.17,15.17
kleinlaut,subdued,416,-1.05,0.66,4.55,1.76,2.33,0.85,4.69,1.99,3.78,1.75,3.33,1.68,995,0.16,9,1,A,0,0,0,0
ersticken,suffocate,418,-1.93,1.33,7.6,1.47,4.12,0.95,3.56,1.96,6.56,1.61,4.3,1.84,173,6.73,9,3,V,0,0,0,0
Selbstmord,suicide,419,-2.53,0.92,7.6,1.19,4.58,0.64,4.56,2.16,7.43,1.26,3.65,2.01,535,29.37,10,2,S,0,0,0,0
Morgendämmerung,sunrise,420,1.2,1.08,3.4,2.01,2.15,1.08,4.63,1.67,5.3,2,6.1,1.07,32,0.91,15,5,S,0,0,0,0
Sonnenuntergang,sunset,421,2.48,0.65,3.85,2.64,1.6,0.76,4.69,1.73,5,2.26,6.5,0.69,560,11.14,15,3,S,0,0,0,0
überrascht,surprised,422,0.75,0.45,6.2,1.36,3.38,0.8,4.88,1.76,5.33,1.53,3.86,1.56,1658,54.49,10,3,A,0,0,0,0
verdächtig,suspicious,423,-0.85,0.69,6.15,0.75,3.27,0.92,4.75,1.42,5.25,1.26,2.55,1.73,273,9.69,10,3,A,0,0,0,0
Verlobter,sweetheart,424,1.05,1.11,4.65,1.9,2.98,0.96,5.75,0.85,5.69,1.43,4.24,1.81,20,6.46,9,3,S,0,0,0,0
Syphilis,syphilis,425,-2.67,0.82,6.5,1.5,3.62,1.02,3.56,2,6.08,1.8,2.55,1.7,384,3.54,8,4,S,0,0,0,0
Tisch,table,426,0.5,0.96,3,1.78,1.77,0.87,6.06,1.68,4.35,1.79,6.09,1.51,3424,88.27,5,1,S,3,0,33.83,37.67
Talent,talent,427,2.05,0.51,5.25,2.12,3,0.87,5.13,2.28,5.98,1.4,2.18,1.22,13,26.22,6,2,S,0,0,0,0
angespannt,tense,428,-0.93,1.1,6.2,1.54,3.38,1.06,4.56,1.67,5.3,1.51,3.25,1.37,220,5.47,10,3,A,1,0,1,1
Termite,termite,429,-0.56,0.89,5.15,2.06,2.85,1.01,5.06,1.84,4.73,1.66,5.85,1.35,1,0.08,7,3,S,0,0,0,0
schrecklich,terrible,430,-2,1.04,6.4,1.31,4.12,0.77,4,1.59,6.25,1.33,2.65,1.39,276,68.43,11,2,A,0,0,0,0
genial,terrific,431,2.4,0.7,5.6,1.76,3.5,1.15,5.63,1.42,6.24,1.67,2.11,0.93,105,15.75,6,3,A,0,0,0,0
Theorie,theory,434,0.27,1.33,4.4,1.9,2.19,0.94,5.69,1.45,4.98,1.53,2.05,1.61,1068,22.6,7,3,S,0,0,0,0
Dieb,thief,435,-1.8,0.92,5.6,1.79,3.5,0.86,4.13,1.65,5.8,0.79,4.67,2,176,29.88,4,1,S,3,1,130.67,140.67
Dorn,thorn,436,-0.93,1,5.5,1.47,3.35,0.98,4.69,1.81,5.55,1.65,5.55,1.57,271,1.81,4,1,S,6,6,441.67,623.17
rücksichtsvoll,thoughtful,437,1.46,0.92,3.65,1.42,2.12,0.65,6.19,1.26,5.69,2.07,3.24,1.37,28,1.69,14,3,A,0,0,0,0
erschaudern,thrill,438,-1.07,0.88,6.3,1.49,3.5,1.17,4.13,1.66,5.8,1.51,3.85,1.69,16,0.28,11,3,V,0,0,0,0
Zeit,time,439,0.13,1.25,4.3,1.89,2.35,1.09,4.56,2.04,6.15,1.83,2.95,2.11,32268,1071.18,4,1,S,3,3,1044.5,1636.83
schüchtern,timid,440,-0.73,1.28,4.65,1.63,2.46,0.9,4.56,2.17,4.15,1.73,3.76,1.41,152,15.55,10,2,A,0,0,0,0
Tabak,tobacco,441,0.3,1.57,4.25,1.59,2.72,0.96,5.38,2.25,5.33,1.64,5.89,1.62,2624,5.24,5,2,S,0,0,0,0
Grab,tomb,442,-2.3,0.82,5.45,2.46,3.78,1.31,4.06,1.88,6.08,1.89,6.11,0.78,589,30.75,4,1,S,9,2,127.67,297.17
Zahnschmerzen,toothache,443,-2.52,0.65,6.5,2.24,4.44,0.77,3.31,1.74,7.8,1.32,4.35,1.9,0,0.91,13,3,S,0,0,0,0
Tornado,tornado,444,-1.5,1.26,7.6,1.19,4.12,0.77,3.56,2.44,7.68,1.57,5.95,1.32,75,2.09,7,3,S,0,0,0,0
Folter,torture,445,-2.8,0.52,8.1,0.79,4.68,0.58,3.88,2.48,7.6,1.1,5.54,1.38,519,8.35,6,2,S,2,2,5,7.83
giftig,toxic,446,-1.91,0.99,6.7,0.8,3.67,0.8,3.94,1.65,6.33,1.54,4,1.1,79,3.03,6,2,A,1,0,0,0
Tragödie,tragedy,447,-1.33,0.98,6.15,1.66,3.81,0.8,4.06,1.81,6.35,1.72,3.45,1.67,553,13.5,8,4,S,1,0,0.17,0.17
Verräter,traitor,448,-2.13,1.13,7.3,1.08,4.13,0.77,5.06,1.78,7.08,1.12,4.32,2.01,163,31.5,8,3,S,0,0,0,0
Schatz,treasure,449,2.3,0.95,5.65,2.46,3.5,1.36,5.44,1.42,5.48,1.88,6.11,0.78,300,183.55,6,1,S,2,1,66.83,75.5
Baum,tree,450,1.5,1.27,2.42,1.22,1.5,0.62,5.06,1.37,5.08,1.82,6.67,0.5,1124,40.24,4,1,S,4,2,266.5,493.5
Triumph,triumph,451,2,0.67,6.45,2.01,3.88,0.96,5.69,1.21,6.2,1.56,4.22,1.2,843,3.86,7,2,S,0,0,0,0
triumphierend,triumphant,452,1,1.25,5.65,1.9,3.38,1.02,6.25,1.61,5.93,1.85,4.35,1.95,56,0.39,13,4,A,0,0,0,0
Trophäe,trophy,453,0.93,1.49,5.15,1.9,3,1.13,5.5,1.77,5.83,1.55,5.65,1.27,141,2.56,7,3,S,0,0,0,0
Problem,trouble,454,-1.7,0.95,6.2,1.67,3.22,0.88,5.5,1.93,6.04,1.4,2.22,1.09,7544,378.52,7,2,S,0,0,0,0
ruhelos,troubled,455,-1.4,0.7,6.26,1.73,2.58,1.3,4.38,1.3,4.96,1.59,3.56,1.67,21,0.63,7,3,A,1,1,0.67,0.67
Trompete,trumpet,456,0.33,0.9,5.4,2.04,2.54,1.03,5.81,1.98,4.8,1.4,6.65,0.93,106,2.24,8,3,S,0,0,0,0
Vertrauen,trust,457,2.21,0.91,3.7,2.32,3.53,1.12,6.38,1.67,6.64,1.66,2.77,1.84,2492,0,9,3,S,1,1,17.83,17.83
Wahrheit,truth,458,2.5,0.85,4.65,1.95,3,1.27,5.5,2.06,6.25,1.9,2.22,1.39,2657,200.68,8,2,S,0,0,0,0
Tumor,tumor,459,-2.7,0.57,7,1.92,4.5,0.89,3.06,2.57,7.15,1.49,4.27,1.93,129,8.58,5,2,S,3,2,12,14.83
hässlich,ugly,460,-1.87,1.13,5.95,1.57,3.38,1.13,5,1.6,6.4,1.39,3.65,1.6,72,19.06,8,2,A,1,0,5.83,5.83
Geschwür,ulcer,461,-2.13,1.15,7.05,1.28,3.69,1.05,4.44,1.78,6.35,1.55,5.05,1.32,13,1.65,8,2,S,0,0,0,0
untreu,unfaithful,462,-2,0.85,7.2,1.36,3.85,1.01,5.19,2.39,5.95,1.72,3.57,1.69,33,1.69,6,2,A,0,0,0,0
unglücklich,unhappy,463,-1.86,0.65,5.65,1.39,3.46,1.14,4.44,1.54,5.7,1.68,3.67,1.06,376,15.71,11,3,A,0,0,0,0
unbeschwert,untroubled,464,1.76,1.05,3.95,1.76,1.96,0.73,5.94,1.69,4.7,2.54,2.55,1.39,1356,0.43,11,2,A,0,0,0,0
verstimmt,upset,465,-1,0.96,5.15,1.73,2.81,0.85,4.38,1.14,5.05,1.45,2.55,1.43,61,1.77,9,2,A,0,0,0,0
nützlich,useful,466,1.07,0.8,4.1,1.33,2.08,0.74,5,1.29,4.95,1.36,2.55,1.39,284,16.26,8,2,A,0,0,0,0
nutzlos,useless,467,-1.33,0.62,5.3,1.87,2.62,1.33,4.88,1.25,4.85,1.63,1.85,1.04,94,16.26,7,2,A,0,0,0,0
Erholung,vacation,468,2.3,0.67,3.05,2.19,1.29,0.59,5.88,1.82,5.12,1.79,4.54,1.64,900,2.24,8,3,S,0,0,0,0
verliebt,valentine,469,2.56,0.63,6.1,2.71,3.54,1.33,4.63,2.35,6.36,2.2,4.9,1.41,500,67.25,8,2,A,0,0,0,0
Vampir,vampire,470,-0.5,1.67,5.7,2.2,3.72,0.83,4.63,2.21,7.01,1.65,5.64,1.53,46,23.5,6,2,S,0,0,0,0
Vandale,vandal,471,-1.07,0.73,6.25,1.68,3.54,0.99,5,1.35,5.8,1.36,3.4,1.93,1,0.2,7,3,S,2,2,2.5,2.67
Eitelkeit,vanity,472,-1.27,1.1,5.35,1.87,2.96,1,5.69,1.89,5.95,1.2,3.25,1.74,176,2.72,9,3,S,0,0,0,0
Fahrzeug,vehicle,473,0.38,0.81,4.35,1.53,2.23,1.11,6,1.89,5.05,1.54,5.9,1.21,1342,15.32,8,2,S,0,0,0,0
Sieg,victory,475,2.2,0.63,6.2,1.99,3.72,1.18,6.56,1.42,6.6,1.13,4.44,1.67,6346,37.44,4,1,S,2,0,6.5,7.33
energisch,vigorous,476,0.56,1.15,6.55,1.32,3.5,0.91,5.81,1.52,7,0.79,4.1,1.48,392,0.94,9,3,A,0,0,0,0
Dorf,village,477,1.06,1.06,3.55,2.14,2.42,0.99,5.19,1.28,4.68,1.25,5.76,1.3,1908,51.1,4,1,S,4,1,441.67,448.17
gewalttätig,violent,478,-2.79,0.94,7.45,1.28,4.4,1.15,4.13,1.8,7.39,2.03,4.29,1.42,109,5.47,11,4,A,0,0,0,0
Tugend,virtue,479,1.4,0.7,4.25,1.52,2.42,1.12,5.38,1.19,5.48,1.57,2.22,1.48,237,4.65,6,2,S,1,1,141.67,141.67
Sehkraft,vision,480,0.6,0.74,4.45,2.01,2.38,1.17,5.31,1.7,5.53,1.5,3.1,1.48,22,1.14,8,2,S,0,0,0,0
Erbrochenes,vomit,481,-2.27,0.7,7.5,1.19,3.81,1.06,4.56,1.73,6.25,1.41,5.95,1.36,7,0.59,11,4,S,0,0,0,0
Krieg,war,482,-2.9,0.32,7.25,1.55,4.57,0.6,3.25,2.19,7.65,1.21,5.44,1.74,7090,201.46,5,1,S,1,0,0,0
Wärme,warmth,483,2.18,0.75,3.5,2.16,1.64,0.92,5.63,1.33,5.55,1.65,4.62,1.47,586,9.72,5,2,S,0,0,0,0
Wespe,wasp,484,-1.2,1.2,6.2,1.11,3.5,0.92,4.63,1.96,5.1,1.78,6,1.38,23,1.65,5,2,S,2,1,31,31.67
Verschwendung,waste,485,-1.4,0.51,6.5,1.43,3.23,0.91,5.56,1.79,5.93,1.47,3.25,1.52,182,7.24,13,3,S,0,0,0,0
Wasser,water,486,1.55,1,3.9,2.02,1.83,0.71,5.56,1.5,5.35,1.93,5.68,1.39,6553,222.53,6,2,S,2,0,0,0
Wasserfall,waterfall,487,1.07,0.92,5.05,2.21,2.58,0.95,4.25,1.93,5.25,1.86,6.55,0.69,80,3.07,10,3,S,1,1,2,2
wohlhabend,wealthy,488,1.4,0.99,4.11,1.94,2.38,0.98,5.81,0.97,6.24,1.01,3.7,1.49,38,1.61,10,3,A,0,0,0,0
Waffe,weapon,489,-2.35,0.67,7.1,1.48,4.24,0.77,4.69,2.52,7.15,1.1,5.14,1.61,938,174.57,5,2,S,0,0,0,0
müde,weary,490,-0.93,0.96,3.15,1.9,1.88,0.77,4.38,2.01,4.4,2.27,3.8,1.74,935,72.33,4,2,A,4,1,51.33,74.83
Hochzeit,wedding,491,1,1.33,6.1,2.47,3.5,1.1,5.5,1.5,5.5,1.77,6.42,0.72,650,62.25,8,2,S,0,0,0,0
Hure,whore,492,-1.3,1.49,7.1,1.52,3.78,1.06,5,1.21,4.7,2.01,6,1.12,79,26.69,4,2,S,2,1,2.67,2.83
bösartig,wicked,493,-2.19,1.11,7,1.21,3.69,1.16,4.5,1.93,6.8,1.12,2.65,1.23,48,2.68,8,3,A,0,0,0,0
gewinnen,win,494,1.68,1.15,4.75,2.24,3.21,1.4,6.19,1.15,6.52,1.12,4.29,1.35,5101,96.54,8,3,V,2,0,14.67,16
Fenster,window,495,1.14,0.99,3.5,1.61,1.91,0.81,6,1.43,4.5,1.32,6.14,0.99,2213,84.18,7,2,S,1,0,10.5,10.5
Wein,wine,496,1.8,0.92,4.6,2.09,2.33,0.84,5.56,1.64,4.75,1.66,6.33,0.87,1170,48.39,4,1,S,15,11,19420,26338.5
weise,wise,497,1.8,0.92,3,1.45,2.1,1.41,5.63,1.41,6.45,1.6,2.78,1.56,290,0,5,2,A,9,9,45.5,144.83
Frau,woman,498,1.4,1.17,4.5,1.99,2.5,0.92,5.81,1.06,5.54,1.63,6.56,0.73,18177,857.36,4,1,S,3,0,32.33,33.83
Welt,world,500,1.9,0.88,5.1,2.43,2.89,1.28,4.38,2.04,6.2,1.94,5.44,1.01,20525,475.06,4,1,S,6,1,1044.5,1330
Astronaut,astronaut,501,0.71,0.99,5.6,2.04,2.85,0.88,4.75,1.57,5.6,1.6,6.25,1.07,96,3.27,9,3,S,0,0,0,0
Bad,bath,502,1.2,1.03,3.5,1.73,2.33,1.28,6.19,1.47,4.35,1.42,5.89,1.17,3988,41.73,3,1,S,6,0,129.17,215.5
Bargeld,cash,503,1.8,0.92,4.95,1.43,2.94,0.97,5.13,1.69,5.48,1.36,5.78,1.48,509,10,7,2,S,0,0,0,0
Katze,cat,504,1.45,1.47,4.05,1.5,2.11,1.13,6.75,1.51,3.8,1.6,6.18,1.33,382,43.74,5,2,S,3,0,0.5,0.67
Schokolade,chocolate,505,2,1,3.89,2.16,2.81,1.13,5.81,1.69,4.78,1.64,6.35,0.99,344,20.28,10,4,S,0,0,0,0
Paar,couple,506,1.76,1.02,4.4,1.76,1.94,1.06,5.75,1.2,5.8,1.81,6.27,0.78,1382,0,4,1,S,2,2,71.5,87.17
Tänzer,dancer,507,1.43,0.94,5.55,1.36,2.5,1.14,5.44,1.98,4.3,1.6,6.25,0.72,527,6.06,6,2,S,0,0,0,0
Sehnsucht,desire,508,0.47,1.3,5.75,2.31,3.69,1.01,4.56,1.82,6.48,1.89,2.55,1.88,724,7.24,9,2,S,0,0,0,0
Abendessen,dinner,509,1.13,0.99,3.75,1.65,2.31,1.05,6.94,1.66,4.78,1.7,5.65,1.31,299,46.62,10,4,S,0,0,0,0
