Word,Valence_N,Valence_M,Valence_SD,Arousal_N,Arousal_M,Arousal_SD,Concreteness_N,Concreteness_M,Concreteness_SD,Length,Cluster,,,,,,
Kommentar,24,5.42,1.79,26,3.27,2.16,22,4.09,3.48,9,1,,,,,,
Kommissar,13,5.62,1.50,30,4.97,3.09,30,8.17,2.29,9,3,,,,,,
Kommission,28,3.68,2.04,27,2.56,2.47,24,5.13,2.88,10,1,,,,,,
Kommunikation,29,6.93,2.45,25,5.68,2.81,19,5.42,2.71,13,4,,,,,,
Kommunismus,23,3.61,1.64,19,4.42,3.56,18,5.56,2.62,11,2,,,,,,
Komödie,30,7.47,2.43,25,6.24,2.28,26,6.42,2.61,7,4,,,,,,
Komplikation,35,2.60,1.97,17,5.88,2.62,29,3.52,2.92,12,2,,,,,,
Komponente,28,5.50,1.60,27,2.70,2.30,18,4.78,3.08,10,1,,,,,,
Konditor,34,6.85,2.08,22,2.36,2.65,23,9.00,1.35,8,3,,,,,,
Konferenz,26,4.46,2.27,27,2.63,2.13,29,7.31,2.82,9,3,,,,,,
Konflikt,24,3.38,2.32,30,6.97,2.28,14,5.79,2.86,8,2,,,,,,
Konfrontation,30,3.27,2.35,22,7.32,1.73,22,4.68,2.70,13,2,,,,,,
Kongress,30,5.37,1.40,19,2.68,2.03,28,5.82,2.57,8,1,,,,,,
König,29,5.72,2.05,34,3.53,2.68,25,8.60,1.58,5,3,,,,,,
Konjunktiv,18,4.56,2.06,17,1.94,2.33,23,4.39,3.88,10,1,,,,,,
Konjunktur,27,4.41,1.89,30,4.33,2.87,22,4.68,2.92,10,1,,,,,,
Konkurs,33,2.33,2.58,24,5.71,2.91,19,6.05,3.54,7,2,,,,,,
Konsens,27,6.52,2.05,24,3.42,2.92,21,3.43,2.48,7,1,,,,,,
Konsequenz,36,5.72,2.24,19,6.37,2.71,11,5.64,3.70,10,4,,,,,,
Konsolidierung,22,4.73,2.71,19,2.63,2.45,17,3.94,3.49,14,1,,,,,,
Konsultation,29,4.28,2.07,32,3.59,3.23,27,4.85,2.93,12,1,,,,,,
Konsum,19,4.16,2.14,27,5.04,2.49,12,5.25,3.52,6,2,,,,,,
Konsument,13,5.15,1.86,16,2.88,2.66,24,6.29,2.68,9,1,,,,,,
Kontakt,27,6.78,2.62,31,4.94,2.61,37,5.24,2.98,7,4,,,,,,
Kontingent,18,4.56,1.85,18,2.50,2.23,25,4.40,2.61,10,1,,,,,,
Kontinuität,30,6.03,2.24,33,2.73,2.27,25,4.12,3.75,11,1,,,,,,
Konto,28,6.07,2.16,29,4.31,3.26,27,7.48,2.65,5,4,,,,,,
Kontrolle,20,3.65,2.13,23,5.39,3.27,21,5.00,3.27,9,2,,,,,,
Konvention,26,5.23,1.90,26,4.15,2.72,18,3.22,2.73,10,1,,,,,,
Konzept,25,6.84,1.89,17,2.94,1.92,24,4.42,2.65,7,1,,,,,,
Konzern,25,3.56,2.40,20,3.55,3.00,26,6.00,2.84,7,1,,,,,,
Konzert,20,6.90,2.73,19,6.21,2.53,27,7.96,2.38,7,4,,,,,,
Kooperation,27,6.00,2.53,21,3.19,2.64,15,4.00,2.88,11,1,,,,,,
Koordination,30,6.43,2.06,23,3.04,2.55,22,4.23,3.19,12,1,,,,,,
Kopf,33,6.55,1.44,25,3.28,2.11,23,9.39,0.99,4,3,,,,,,
Kopftuch,36,3.72,2.17,19,4.95,3.54,28,9.14,1.96,8,2,,,,,,
Koppel,21,5.48,2.20,15,2.13,2.20,24,6.96,2.79,6,3,,,,,,
Koppelung,27,5.00,1.69,22,1.95,1.96,23,2.48,2.15,9,1,,,,,,
Koralle,22,5.86,2.66,16,2.75,2.86,20,8.30,2.96,7,3,,,,,,
Korb,20,4.60,2.35,21,1.57,2.34,24,8.67,2.06,4,3,,,,,,
Korkenzieher,24,6.00,1.82,16,1.94,1.95,26,8.77,2.44,12,3,,,,,,
Korn,20,6.45,1.93,27,1.85,1.97,17,6.71,3.51,4,3,,,,,,
Körper,24,5.42,2.04,26,5.92,1.81,19,8.26,1.79,6,4,,,,,,
Korrektur,30,4.30,2.18,25,3.72,2.15,28,6.29,2.76,9,1,,,,,,
Korrespondenz,28,5.93,2.00,19,3.53,3.20,25,4.92,3.23,13,1,,,,,,
Kosmetik,32,6.38,1.90,13,2.69,2.63,25,7.04,2.30,8,3,,,,,,
Kosmos,26,6.73,2.05,26,6.54,2.72,25,6.48,2.74,6,4,,,,,,
Kosten,25,2.12,1.54,22,3.82,2.65,23,5.70,2.90,6,2,,,,,,
Kot,20,2.15,2.39,19,3.47,2.87,22,9.27,1.58,3,2,,,,,,
Krabbe,25,5.40,1.98,21,2.71,3.04,30,9.37,1.22,6,3,,,,,,
Kraft,30,7.43,2.11,17,4.82,2.30,23,5.04,3.08,5,4,,,,,,
Kraftwagen,37,5.54,2.34,16,3.50,2.92,26,8.77,1.84,10,3,,,,,,
Kraftwerk,35,4.00,2.56,34,4.06,2.66,24,8.17,1.83,9,3,,,,,,
Kragen,37,4.70,1.39,33,1.67,2.25,18,8.28,1.84,6,3,,,,,,
Krampf,21,2.10,2.41,24,5.54,2.81,22,6.23,3.05,6,2,,,,,,
Krankenhaus,30,2.77,2.18,20,4.95,2.42,21,9.76,0.70,11,2,,,,,,
Krankenpflege,22,4.18,1.87,30,3.93,2.75,18,6.89,2.40,13,1,,,,,,
Krankenwagen,34,3.44,2.88,19,7.79,1.47,27,9.00,2.20,12,2,,,,,,
Krankheit,33,2.39,1.98,30,5.43,2.65,28,7.11,2.53,9,2,,,,,,
Kranz,32,4.59,2.12,28,2.14,2.35,21,7.48,3.08,5,3,,,,,,
Kraut,33,5.36,1.92,21,1.38,1.83,23,8.26,2.36,5,3,,,,,,
Krawatte,29,4.90,1.76,26,2.50,2.64,27,8.81,2.27,8,3,,,,,,
Kredit,27,3.48,2.42,32,4.81,2.74,27,6.41,3.10,6,2,,,,,,
Kreide,18,4.44,1.76,32,1.41,1.92,30,8.87,1.80,6,3,,,,,,
Kreis,23,6.22,2.00,16,1.56,1.93,21,9.29,1.74,5,3,,,,,,
Kreislauf,33,6.15,2.06,21,3.00,2.81,22,5.86,2.66,9,1,,,,,,
Kreuz,28,4.07,2.11,26,3.50,2.18,18,8.78,2.41,5,3,,,,,,
Krieg,33,0.97,2.57,18,8.28,1.93,20,7.15,3.08,5,2,,,,,,
Krimi,20,5.75,1.62,27,6.41,2.55,35,7.69,1.98,5,4,,,,,,
Kriminalität,18,1.67,2.09,32,5.84,2.67,26,4.58,2.87,12,2,,,,,,
Krippe,30,5.13,2.79,24,2.21,2.38,17,7.41,2.45,6,3,,,,,,
Krise,20,2.20,1.58,26,5.96,3.18,24,3.79,2.72,5,2,,,,,,
Kriterium,37,5.00,1.97,24,3.38,2.16,16,2.50,3.06,9,1,,,,,,
Kritik,18,4.22,2.07,27,6.63,2.47,19,4.68,3.51,6,2,,,,,,
Kritiker,27,4.52,1.83,19,4.58,3.19,18,5.94,2.78,8,1,,,,,,
Krone,24,5.75,1.80,26,3.04,2.54,28,8.11,2.78,5,3,,,,,,
Krücke,30,2.90,2.25,20,4.25,2.79,28,8.68,1.87,6,2,,,,,,
Kruste,31,4.52,2.26,31,2.48,2.43,16,7.56,3.22,6,3,,,,,,
Kübel,22,4.55,1.77,22,1.59,2.34,23,8.48,1.65,5,3,,,,,,
Küche,21,6.81,2.04,26,2.46,2.69,28,8.29,2.80,5,3,,,,,,
Kuchen,21,7.33,2.76,28,3.93,2.91,19,8.11,3.14,6,3,,,,,,
Kugel,22,5.82,2.38,25,1.88,2.35,17,8.76,2.46,5,3,,,,,,
Kugelschreiber,17,5.47,1.70,19,1.68,2.33,25,9.36,2.02,14,3,,,,,,
Kuh,25,6.16,1.34,29,1.97,1.84,14,8.93,2.53,3,3,,,,,,
Kühlschrank,21,6.86,1.42,16,2.75,2.65,30,9.43,1.22,11,3,,,,,,
Küken,23,7.09,2.97,23,3.83,2.82,23,9.30,0.93,5,3,,,,,,
Kultur,23,7.83,2.01,26,3.85,2.82,23,4.43,2.97,6,4,,,,,,
Kummer,24,1.83,1.34,21,6.57,2.73,26,5.38,3.05,6,2,,,,,,
Kunde,29,5.45,2.25,20,3.40,3.07,19,6.74,2.73,5,3,,,,,,
Kündigung,27,1.81,2.15,20,5.95,3.27,23,6.78,3.10,9,2,,,,,,
Kunst,24,6.96,2.39,33,3.88,2.29,24,5.75,2.88,5,4,,,,,,
Künstler,19,6.95,2.32,26,4.96,2.54,28,6.68,2.96,8,4,,,,,,
Kunststück,31,6.39,2.01,26,4.42,2.53,20,5.65,2.58,10,4,,,,,,
Kunstwerk,37,7.19,2.00,24,5.08,2.57,20,5.95,3.49,9,4,,,,,,
Kupfer,26,4.81,1.77,22,1.59,2.26,27,8.19,3.03,6,3,,,,,,
Kuppe,20,5.10,1.59,24,2.00,2.45,27,5.85,2.89,5,1,,,,,,
Kupplung,28,4.71,1.84,18,3.11,3.20,17,7.29,1.83,8,3,,,,,,
Kur,32,6.13,2.00,27,3.22,2.85,21,6.00,3.30,3,1,,,,,,
Kurier,27,5.56,1.91,16,2.44,2.16,20,7.10,2.20,6,3,,,,,,
Kurs,28,5.43,1.71,19,2.21,2.59,21,5.24,2.47,4,1,,,,,,
Kurve,24,5.42,1.77,19,3.89,3.09,19,8.32,1.83,5,3,,,,,,
Kurzschluss,27,2.22,1.89,25,5.64,2.90,20,6.80,2.46,11,2,,,,,,
Kürzung,18,1.78,1.52,23,4.70,2.58,26,3.62,2.56,7,2,,,,,,
Kuss,27,8.67,2.20,22,7.55,2.39,22,8.50,1.97,4,4,,,,,,
Küste,22,7.95,2.13,30,5.83,3.12,25,8.96,1.79,5,4,,,,,,
Labor,27,4.44,2.56,18,3.44,2.85,30,8.13,1.76,5,3,,,,,,
Labyrinth,32,4.81,2.32,27,5.44,2.50,20,8.40,2.23,9,2,,,,,,
Lack,39,4.54,1.59,23,2.00,2.04,25,7.28,2.48,4,3,,,,,,
Laden,18,5.61,1.72,24,2.42,2.26,21,7.86,2.56,5,3,,,,,,
Ladung,24,4.54,1.22,14,4.36,2.62,21,6.62,3.06,6,1,,,,,,
Lage,21,5.57,1.75,19,1.89,2.23,17,4.06,3.01,4,1,,,,,,
Lager,36,4.31,1.94,26,1.85,2.33,13,6.92,2.53,5,3,,,,,,
Lagerung,25,4.76,1.71,24,1.13,1.80,24,5.88,2.66,8,1,,,,,,
Lamm,27,7.15,2.25,25,1.76,2.01,30,8.77,2.50,4,3,,,,,,
Lampe,30,6.73,1.95,22,2.05,2.50,17,8.88,2.42,5,3,,,,,,
Land,23,6.74,1.68,24,2.88,2.52,22,6.64,2.94,4,3,,,,,,
Landkarte,18,5.89,1.81,21,1.95,2.06,19,8.79,2.15,9,3,,,,,,
Landschaft,23,7.87,1.66,23,4.83,2.72,28,7.71,2.58,10,4,,,,,,
Landung,17,4.76,2.17,19,4.89,2.81,17,7.41,2.35,7,2,,,,,,
Länge,22,5.00,1.48,17,2.41,2.12,20,6.00,3.15,5,1,,,,,,
Lappen,23,4.30,1.74,21,1.71,2.05,19,8.53,2.65,6,3,,,,,,
Larve,29,3.59,1.97,24,2.00,2.27,23,8.57,2.43,5,3,,,,,,
Lässigkeit,31,6.00,2.29,21,2.76,2.07,31,4.90,2.69,10,1,,,,,,
Last,25,2.68,1.65,22,4.45,3.39,25,5.52,2.60,4,2,,,,,,
Latte,20,5.30,1.38,23,2.26,2.58,16,7.81,2.59,5,3,,,,,,
Laub,18,6.50,1.82,25,2.08,1.63,19,9.47,0.77,4,3,,,,,,
Lauf,30,5.50,2.10,22,4.32,2.59,15,6.47,2.50,4,4,,,,,,
Laufbahn,24,5.29,2.01,24,2.88,2.33,16,6.13,2.80,8,1,,,,,,
Läufer,29,5.48,1.88,37,2.95,2.33,20,8.50,1.99,6,3,,,,,,
Laune,29,6.17,2.79,26,5.31,2.81,23,5.04,3.18,5,4,,,,,,
Laus,23,2.91,1.70,21,2.71,3.00,20,8.65,2.50,4,3,,,,,,
Lautsprecher,30,5.47,1.98,25,4.32,3.00,28,8.57,1.85,12,3,,,,,,
Lawine,16,3.13,2.47,19,6.32,2.19,17,9.00,1.66,6,2,,,,,,
Leben,34,8.35,2.29,24,6.13,3.37,30,4.70,3.80,5,4,,,,,,
Lebendigkeit,26,8.50,1.63,28,6.43,2.46,25,5.12,1.94,12,4,,,,,,
Lebenslauf,26,5.46,1.68,25,4.16,2.69,25,7.96,2.24,10,3,,,,,,
Leber,43,3.93,2.15,24,2.46,2.08,20,8.75,1.68,5,3,,,,,,
Lebhaftigkeit,18,7.72,1.45,19,5.89,2.98,16,5.13,2.50,13,4,,,,,,
Leckerbissen,26,8.15,1.46,22,5.64,2.59,25,6.16,2.27,12,4,,,,,,
Leder,31,5.55,2.08,18,1.78,1.99,37,8.08,1.74,5,3,,,,,,
Legende,19,6.37,2.19,20,2.70,2.99,16,4.81,2.34,7,1,,,,,,
Lehne,22,5.82,2.48,28,2.25,2.81,24,6.75,2.85,5,3,,,,,,
Lehrer,29,5.45,2.11,19,5.21,3.03,18,8.00,2.85,6,4,,,,,,
Leib,23,4.04,1.99,27,3.67,2.59,19,7.21,1.99,4,3,,,,,,
Leiche,18,2.50,3.70,30,6.63,2.86,23,8.13,2.82,6,2,,,,,,
Leidenschaft,20,8.00,2.41,27,7.81,2.62,15,3.87,2.20,12,4,,,,,,
Leine,31,4.10,1.85,23,1.43,1.90,30,7.87,2.57,5,3,,,,,,
Leistung,25,7.04,1.54,28,5.50,2.56,14,3.14,2.44,8,4,,,,,,
Leiter,21,6.24,1.67,22,3.00,2.39,14,8.07,3.43,6,3,,,,,,
Leitung,23,5.43,1.90,21,2.33,2.65,17,6.18,3.07,7,1,,,,,,
Lenker,26,5.46,1.94,23,2.61,2.71,25,7.80,2.20,6,3,,,,,,
Lenkstange,33,4.70,1.33,15,1.87,2.20,24,7.21,3.24,10,3,,,,,,
Leopard,19,5.89,1.85,27,5.00,2.69,26,8.81,2.12,7,3,,,,,,
Lerche,26,7.15,2.05,26,2.42,2.42,16,8.00,3.10,6,3,,,,,,
Leser,22,7.55,1.95,21,3.14,2.65,22,5.77,2.76,5,4,,,,,,
Leuchte,24,6.33,2.35,24,2.08,2.34,25,7.36,1.87,7,3,,,,,,
Leute,28,6.32,1.87,23,3.83,2.93,27,6.52,2.95,5,4,,,,,,
Lexikon,14,6.57,2.50,24,2.96,3.00,22,8.59,2.15,7,3,,,,,,
Liberalismus,23,5.83,2.69,23,3.91,2.78,20,3.10,3.26,12,1,,,,,,
Licht,23,7.87,2.26,29,4.66,2.86,22,8.50,2.30,5,4,,,,,,
Lichtanlage,20,4.60,1.50,27,2.41,2.65,24,7.21,2.90,11,3,,,,,,
Lid,36,5.28,2.06,28,3.21,2.75,22,8.82,1.87,3,3,,,,,,
Liebe,29,8.59,2.57,33,8.58,1.58,19,5.63,3.62,5,4,,,,,,
Liebelei,24,6.00,2.55,23,6.22,2.73,22,3.77,2.56,8,4,,,,,,
Liebeserklärung,29,8.97,1.64,24,8.00,1.53,18,7.11,2.25,15,4,,,,,,
Liebhaberin,33,5.42,3.15,26,7.81,2.06,23,7.57,2.54,11,4,,,,,,
Liebling,28,8.21,2.17,28,6.96,2.53,19,5.42,3.01,8,4,,,,,,
Liebschaft,32,7.13,2.20,24,6.54,2.65,21,5.43,2.82,10,4,,,,,,
Lied,32,7.53,2.31,22,5.00,2.58,29,7.34,2.97,4,4,,,,,,
Lieferung,25,6.36,2.06,22,3.59,2.82,22,7.05,2.68,9,3,,,,,,
Liege,33,6.64,2.19,25,3.08,3.03,24,8.38,2.81,5,3,,,,,,
Likör,21,5.95,2.04,21,4.76,3.55,32,8.53,2.09,5,3,,,,,,
Limit,29,4.59,1.68,23,4.04,2.88,23,5.39,3.24,5,1,,,,,,
Lineal,24,5.21,1.98,18,1.28,1.87,17,9.06,2.41,6,3,,,,,,
Linie,22,4.95,1.13,31,1.74,2.05,18,8.94,2.21,5,3,,,,,,
Lippenstift,25,5.84,2.36,26,3.77,2.70,23,9.04,2.46,11,3,,,,,,
List,26,3.77,2.41,20,5.65,2.62,24,5.50,3.22,4,2,,,,,,
Liste,27,5.00,1.47,24,1.50,1.84,24,7.42,3.08,5,3,,,,,,
Literatur,18,7.39,2.28,26,4.96,2.96,27,4.78,2.93,9,4,,,,,,
Lizenz,24,5.00,1.69,23,3.04,2.84,29,5.69,3.21,6,1,,,,,,
Loch,28,4.25,2.03,32,3.22,2.56,15,9.47,0.83,4,3,,,,,,
Locher,26,4.04,1.48,26,1.08,1.76,33,8.82,1.98,6,3,,,,,,
Locke,25,6.24,2.52,23,2.43,2.74,21,8.62,2.36,5,3,,,,,,
Löffel,22,6.05,1.73,24,0.67,1.86,29,9.24,2.57,6,3,,,,,,
Logik,28,6.86,2.56,28,3.00,2.68,24,4.50,2.99,5,1,,,,,,
Lohn,25,7.64,1.70,30,4.77,3.51,18,7.44,2.33,4,4,,,,,,
Lokomotive,27,6.15,2.11,25,2.60,2.77,18,9.78,0.55,10,3,,,,,,
Lösung,26,7.23,2.08,17,5.35,2.52,19,5.16,2.71,6,4,,,,,,
Löwe,28,5.61,2.10,21,6.57,1.86,26,9.58,1.27,4,4,,,,,,
Loyalität,23,7.91,2.43,24,4.92,2.50,24,3.17,2.76,9,4,,,,,,
Lücke,26,3.65,1.26,25,3.04,2.51,18,6.17,2.64,5,1,,,,,,
Luft,28,7.86,1.94,22,2.91,2.96,23,7.04,3.18,4,3,,,,,,
Luftröhre,19,4.63,2.34,18,3.06,3.00,21,8.86,1.71,9,3,,,,,,
Lüge,21,2.33,1.88,21,6.71,2.76,31,5.52,3.65,4,2,,,,,,
Lunge,19,5.53,2.50,24,2.38,2.41,31,9.00,1.69,5,3,,,,,,
Lupe,29,5.45,1.90,17,2.00,2.57,25,9.32,2.06,4,3,,,,,,
Lust,31,7.87,1.91,20,7.60,1.82,22,6.23,2.18,4,4,,,,,,
Machenschaft,18,2.56,1.62,33,5.52,2.54,26,3.62,2.97,12,2,,,,,,
Macher,31,4.29,2.25,19,3.79,3.10,27,3.85,2.41,6,1,,,,,,
Macht,28,3.93,2.28,18,6.78,2.46,26,5.38,2.90,5,2,,,,,,
Machthaber,13,3.69,1.80,22,5.86,3.03,23,5.87,2.85,10,2,,,,,,
Mächtigkeit,20,4.85,2.03,23,5.22,2.84,29,4.21,2.18,11,1,,,,,,
Machwerk,21,5.33,2.11,19,2.26,2.00,25,2.56,2.74,8,1,,,,,,
Mädchen,18,7.83,1.42,23,4.00,2.98,16,9.13,1.54,7,3,,,,,,
Made,27,2.19,1.86,14,4.79,3.40,18,8.17,2.92,4,2,,,,,,
Mädel,32,5.63,2.88,26,3.12,2.92,29,8.03,1.82,5,3,,,,,,
Magazin,14,5.43,1.91,25,3.80,2.53,24,6.96,3.26,7,3,,,,,,
Magen,20,3.85,1.50,16,2.31,1.96,30,8.57,1.83,5,3,,,,,,
Magnet,28,5.43,1.37,23,2.61,2.73,10,8.20,3.12,6,3,,,,,,
Mähne,33,6.00,2.15,17,3.59,2.83,22,8.05,2.28,5,3,,,,,,
Makel,28,3.04,2.15,19,4.37,2.93,30,4.27,2.56,5,2,,,,,,
Maler,31,6.13,2.06,32,2.91,3.50,25,8.08,2.14,5,3,,,,,,
Malerei,23,7.13,1.60,22,3.86,2.93,22,6.73,2.96,7,4,,,,,,
Mandant,22,4.27,1.58,21,3.33,2.73,21,6.76,2.59,7,1,,,,,,
Mandarine,15,6.53,2.07,23,2.13,2.28,31,9.55,1.82,9,3,,,,,,
Mandel,27,6.74,2.12,22,2.05,2.42,23,9.43,1.41,6,3,,,,,,
Mangel,24,2.38,1.50,21,4.62,2.87,27,4.56,2.95,6,2,,,,,,
Mango,30,7.03,2.37,26,3.08,3.11,27,9.44,1.22,5,3,,,,,,
Manie,26,2.96,2.37,17,6.12,3.62,25,4.28,3.16,5,2,,,,,,
Manipulation,25,2.68,2.46,25,6.44,2.68,21,3.95,3.11,12,2,,,,,,
Mann,22,6.68,2.06,32,5.25,3.02,22,8.59,2.67,4,4,,,,,,
Mannschaft,28,6.21,1.79,16,3.31,2.60,26,8.08,2.24,10,3,,,,,,
Manöver,24,4.25,1.73,26,6.23,2.32,22,5.23,2.69,7,2,,,,,,
Mantel,27,6.11,2.33,22,2.36,2.70,25,8.56,1.96,6,3,,,,,,
Mappe,31,5.10,2.04,18,2.11,2.59,24,7.71,2.31,5,3,,,,,,
Märchen,24,7.63,1.97,27,3.56,2.21,31,6.58,3.16,7,4,,,,,,
Marke,28,5.54,1.79,24,1.63,1.81,26,5.69,3.10,5,1,,,,,,
Markt,26,6.08,2.08,20,3.50,2.16,18,7.94,1.86,5,3,,,,,,
Maschine,20,5.05,1.82,18,3.06,2.15,15,6.80,2.98,8,3,,,,,,
Maske,34,4.26,1.81,12,3.92,2.50,26,7.96,1.84,5,3,,,,,,
Masse,23,4.30,2.44,24,3.88,2.85,30,4.70,2.28,5,1,,,,,,
Maßnahme,25,4.12,1.86,16,3.69,3.11,19,4.37,2.97,8,1,,,,,,
Mast,28,4.57,2.50,17,2.65,2.85,18,8.33,1.81,4,3,,,,,,
Material,26,5.69,1.69,28,1.61,2.06,23,4.70,3.25,8,1,,,,,,
Materialist,17,3.24,2.31,28,3.79,2.62,25,4.20,2.29,11,1,,,,,,
Materie,22,6.50,1.14,29,2.52,2.06,29,4.00,3.16,7,1,,,,,,
Mathematik,29,4.76,2.76,29,3.97,3.01,25,6.64,3.08,10,1,,,,,,
Matrix,24,5.25,1.89,17,4.18,2.94,22,3.05,3.24,6,1,,,,,,
Matrose,23,5.87,1.77,21,1.71,1.93,22,9.45,1.01,7,3,,,,,,
Maul,20,3.10,2.29,26,4.04,2.86,22,8.09,2.74,4,2,,,,,,
Maus,20,5.35,2.16,26,3.31,2.92,28,9.68,1.02,4,3,,,,,,
Maximum,19,6.53,2.52,25,4.88,3.40,14,6.14,3.68,7,4,,,,,,
Mechanismus,34,5.29,1.51,20,4.10,2.65,24,5.21,2.48,11,1,,,,,,
Medaille,25,6.76,2.13,20,3.00,2.15,17,9.18,0.88,8,3,,,,,,
Medikament,33,4.48,1.77,24,4.08,2.84,24,8.08,2.52,10,3,,,,,,
Medium,27,5.52,1.74,25,3.32,2.64,19,4.00,3.09,6,1,,,,,,
Medizin,29,5.66,2.27,21,4.71,2.53,15,7.00,2.27,7,4,,,,,,
Meer,25,9.04,1.27,16,6.88,2.39,26,8.85,2.07,4,4,,,,,,
Mehl,29,5.59,1.76,15,0.93,1.39,30,9.17,1.90,4,3,,,,,,
Mehrheit,37,5.68,1.70,22,3.55,2.63,23,5.70,3.51,8,1,,,,,,
Meinung,20,6.70,2.05,24,5.58,2.57,18,5.44,3.29,7,4,,,,,,
Meister,28,6.79,1.95,20,3.65,2.81,35,5.49,2.82,7,4,,,,,,
Melancholie,24,3.96,2.18,24,4.83,2.73,32,4.91,2.52,11,2,,,,,,
Meldung,26,5.19,1.72,32,3.56,2.75,19,4.84,3.76,7,1,,,,,,
Melodie,32,8.56,1.22,27,6.52,1.95,23,6.57,3.24,7,4,,,,,,
Mensch,23,6.96,1.55,25,4.32,2.58,30,7.90,2.78,6,4,,,,,,
Menschlichkeit,25,8.76,1.76,24,5.67,2.46,15,2.73,1.98,14,4,,,,,,
Merkmal,24,5.67,2.04,21,2.81,2.23,22,4.68,3.59,7,1,,,,,,
Messer,22,4.32,1.76,18,6.17,1.92,27,9.59,1.19,6,2,,,,,,
Metall,24,5.13,1.92,24,3.29,2.97,19,7.47,2.84,6,3,,,,,,
Meter,32,5.47,1.44,24,0.71,1.27,30,7.60,2.54,5,3,,,,,,
Methode,28,5.50,2.19,28,2.79,2.27,22,4.18,3.30,7,1,,,,,,
Metropole,28,6.46,2.59,21,5.29,1.98,25,6.64,2.58,9,4,,,,,,
Metzger,26,4.31,3.17,23,3.65,2.57,22,7.82,3.46,7,3,,,,,,
Mikrofon,27,5.89,1.50,32,3.84,2.89,24,9.29,1.63,8,3,,,,,,
Mikroskop,26,6.04,1.80,20,3.00,3.08,21,9.48,0.87,9,3,,,,,,
Milch,29,6.55,2.35,26,1.15,1.87,19,9.68,0.58,5,3,,,,,,
Milieu,26,3.19,2.06,20,3.10,2.47,30,4.23,2.69,6,1,,,,,,
Minimum,16,4.19,1.68,29,1.52,2.18,20,5.05,4.16,7,1,,,,,,
Minirock,23,5.57,2.19,22,3.91,3.37,30,8.33,3.09,8,3,,,,,,
Minute,27,4.85,1.75,20,2.60,2.23,25,6.76,3.64,6,3,,,,,,
Mischung,28,5.54,1.86,23,2.43,2.00,21,5.05,2.77,8,1,,,,,,
Misserfolg,36,2.22,2.26,17,5.53,2.65,21,4.19,2.52,10,2,,,,,,
Misshandlung,32,1.63,2.88,29,7.79,2.77,25,5.72,2.72,12,2,,,,,,
Mission,32,5.63,2.41,22,5.05,2.34,33,5.03,3.23,7,4,,,,,,
Missverständnis,16,2.63,1.78,20,5.65,2.64,27,4.85,2.64,15,2,,,,,,
Mist,18,3.33,2.20,22,5.05,2.94,29,6.38,3.12,4,2,,,,,,
Mitglied,28,5.79,1.55,28,2.61,2.17,28,7.39,2.41,8,3,,,,,,
Mithilfe,25,6.80,2.24,19,3.74,2.33,19,4.37,2.93,8,1,,,,,,
Mitschuld,33,2.76,2.12,19,6.32,2.06,18,3.28,3.04,9,2,,,,,,
Mittag,16,6.44,1.55,27,2.81,2.63,20,6.90,2.65,6,3,,,,,,
Mittagessen,23,6.43,2.74,25,3.72,2.72,25,8.36,1.66,11,3,,,,,,
Mitte,25,5.52,1.50,18,2.28,2.32,28,5.50,2.20,5,1,,,,,,
Mitteilung,30,5.63,1.52,29,4.00,2.22,24,5.71,3.32,10,1,,,,,,
Mittwoch,30,5.57,2.05,15,1.93,2.15,30,7.23,3.44,8,3,,,,,,
Mitwirkung,39,6.77,1.77,28,4.11,2.71,22,4.18,2.91,10,4,,,,,,
Mixer,21,4.81,1.75,16,3.25,2.82,24,8.63,2.10,5,3,,,,,,
Möbel,29,6.14,1.77,20,2.20,1.94,22,8.68,1.73,5,3,,,,,,
Mobilisierung,22,4.95,2.38,18,5.83,3.26,16,3.00,2.88,13,1,,,,,,
Mobilität,28,7.82,1.47,24,4.08,2.83,24,5.63,2.99,9,4,,,,,,
Mode,22,5.95,2.54,19,4.47,2.70,23,6.09,2.39,4,4,,,,,,
Modell,17,5.06,2.14,23,2.52,2.39,21,5.76,2.55,6,1,,,,,,
Möglichkeit,28,7.50,1.84,26,4.35,3.02,23,5.04,2.96,11,4,,,,,,
Molekül,25,5.60,2.35,28,1.61,1.81,23,5.78,3.69,7,1,,,,,,
Moment,27,7.00,1.64,29,3.14,2.71,24,4.42,2.64,6,1,,,,,,
Mönch,31,5.19,1.78,34,1.88,2.01,21,8.86,1.56,5,3,,,,,,
Mond,27,7.48,1.85,25,3.76,2.88,28,9.21,1.47,4,3,,,,,,
Monitor,23,4.52,1.62,26,1.42,1.88,33,8.79,2.29,7,3,,,,,,
Monolog,25,3.36,1.70,34,2.47,2.75,27,5.81,3.43,7,1,,,,,,
Monster,31,3.13,2.84,14,5.57,2.62,20,7.85,1.87,7,2,,,,,,
Moor,36,4.50,1.95,16,3.69,2.47,19,9.26,1.19,4,3,,,,,,
Moral,31,6.39,2.62,30,4.10,2.99,21,3.57,2.77,5,1,,,,,,
Mord,27,1.19,1.52,21,7.81,2.73,25,7.32,2.25,4,2,,,,,,
Mörder,23,1.13,2.18,25,6.88,2.95,29,7.62,2.31,6,2,,,,,,
Mörderin,22,2.09,2.81,27,6.96,2.94,26,7.19,2.40,8,2,,,,,,
Morgen,17,7.24,1.82,18,4.56,3.28,17,7.29,2.49,6,4,,,,,,
